id,jcn,seccode,edinetcode,name_jp,name_eng
992,2110001027748,9176,E04244,佐渡汽船,"Sado Steam Ship Co., Ltd."
993,2010001034531,9755,E04816,応用地質,OYO Corporation
994,1010401073460,3696,E30919,セレス,CERES INC.
995,8130001040495,1897,E00133,金下建設,"The Kaneshita Construction Co.,Ltd."
996,5030001011204,7740,E02308,タムロン,"Tamron Co.,Ltd."
997,5011001045086,3906,E31276,ＡＬＢＥＲＴ,ALBERT Inc.
998,7010001047784,9622,E04902,スペース,"SPACE CO.,LTD."
999,4010601013288,2384,E04224,ＳＢＳホールディングス,"SBS Holdings, Inc."
1000,5010001050385,6915,E01995,千代田インテグレ,"CHIYODA INTEGRE CO.,LTD."
1001,6140001011869,2266,E00337,六甲バター,"ROKKO BUTTER CO., LTD."
1002,6010801003186,7751,E02274,キヤノン,CANON INC.
1003,2010401036607,3909,E27894,ショーケース,Showcase Inc.
1004,4180001069484,6465,E01654,ホシザキ,HOSHIZAKI CORPORATION
1005,6010001034998,8804,E03859,東京建物,"Tokyo Tatemono Co., Ltd."
1006,5120101048252,3807,E05457,フィスコ,FISCO Ltd.
1007,5180001024430,1439,E32906,安江工務店,YASUE CORPORATION
1008,5010501009996,6291,E02421,日本エアーテック,"AIRTECH JAPAN,LTD."
1009,3290001020676,8909,E04005,シノケングループ,"Shinoken Group Co.,Ltd."
1010,9010001107009,6071,E27066,ＩＢＪ,"IBJ,Inc."
1011,5020001090389,4641,E04954,アルプス技研,Altech Corporation
1012,1110001022782,6164,E02360,太陽工機,"TAIYO KOKI CO.,LTD."
1013,9011001030704,4704,E04999,トレンドマイクロ,Trend Micro Incorporated
1014,4011101010841,6724,E01873,セイコーエプソン,SEIKO EPSON CORPORATION
1015,5140001043137,4025,E00762,多木化学,"Taki Chemical Co.,Ltd."
1016,6010001100247,9722,E04560,藤田観光,FUJITA KANKO INC.
1017,7120001049019,5105,E01090,ＴＯＹＯＴＩＲＥ,Toyo Tire Corporation
1018,9140001085662,5337,E01141,ダントーホールディングス,DANTO HOLDINGS CORPORATION
1019,2020001073982,5008,E01073,東亜石油,"TOA OIL CO., LTD."
1020,2140001081230,3241,E04068,ウィル,"WILL,Co.,Ltd."
1021,2010401041383,2492,E05609,インフォマート,Infomart Corporation
1022,1010001012983,4768,E05099,大塚商会,OTSUKA CORPORATION
1023,4010401087540,8929,E05407,青山財産ネットワークス,"Aoyama Zaisan Networks Company,Limited"
1024,2120001044593,7531,E02861,清和中央ホールディングス,SEIWA CHUO HOLDINGS CORPORATION
1025,4010401017209,7989,E02389,立川ブラインド工業,TACHIKAWA CORPORATION
1026,5011001045516,6081,E30053,アライドアーキテクツ,"Allied Architects, Inc."
1027,8250001005924,5946,E01659,長府製作所,"CHOFU SEISAKUSHO CO., LTD."
1028,8100001002184,6171,E31723,土木管理総合試験所,C.E.Management Integrated Laboratory Co.Ltd
1029,4010401048922,4324,E04760,電通グループ,DENTSU GROUP INC.
1030,4010701017916,4927,E24951,ポーラオルビスホールディングス,POLA ORBIS HOLDINGS INC.
1031,6012801009114,9973,E02775,小僧寿し,"Kozosushi Co.,LTD."
1032,4020001061696,1429,E30126,日本アクア,"NIPPON AQUA.Co.,LTD"
1033,9010701020592,4755,E05080,楽天グループ,"Rakuten Group, Inc."
1034,3120101003399,7309,E02257,シマノ,SHIMANO INC.
1035,6010601036386,2502,E00394,アサヒグループホールディングス,"Asahi Group Holdings, Ltd."
1036,7120001080989,7613,E02900,シークス,SIIX Corp.
1037,4011101053527,2160,E05712,ジーエヌアイグループ,GNI Group Ltd.
1038,8010001081502,6063,E26625,日本エマージェンシーアシスタンス,"Emergency Assistance Japan Co., Ltd."
1039,5010001072207,4776,E05116,サイボウズ,"Cybozu, Inc."
1040,6290001014089,6653,E01760,正興電機製作所,"SEIKO ELECTRIC CO., LTD."
1041,5010001153857,3675,E27421,クロスマーケティンググループ,Cross Marketing Group Inc.
1042,1010001033609,4963,E01041,星光ＰＭＣ,SEIKO PMC CORPORATION
1043,3010001142283,6268,E01726,ナブテスコ,Nabtesco Corporation
1044,2011001035049,2418,E05411,ツカダグローバルホールディング,TSUKADA GLOBAL HOLDINGS Inc.
1045,7011101060669,3911,E31348,Ａｉｍｉｎｇ,Aiming Inc.
1046,2011801004789,4404,E00881,ミヨシ油脂,"Miyoshi Oil & Fat Co., Ltd."
1047,8020001016168,4351,E05275,山田債権回収管理総合事務所,"YAMADA SERVICER SYNTHETIC OFFICE CO.,LTD"
1048,8140001061763,1718,E00315,美樹工業,"MIKIKOGYO CO.,LTD."
1049,8011001065098,4642,E04955,オリジナル設計,"ORIGINAL ENGINEERING CONSULTANTS CO.,LTD."
1050,1060001010545,7716,E02331,ナカニシ,NAKANISHI INC.
1051,9230001008820,6977,E01906,日本抵抗器製作所,"Japan Resistor Mfg.Co.,Ltd."
1052,6030001061891,5395,E01185,理研コランダム,Riken Corundum Company Limited.
1053,3120001018670,6400,E02462,不二精機,"FUJI SEIKI CO.,LTD."
1054,4130001014899,6640,E01876,Ｉ‐ＰＥＸ,I-PEX Inc.
1055,6010001081280,3659,E25850,ネクソン,"NEXON Co., Ltd."
1056,9010401040981,3319,E05391,ゴルフダイジェストオンライン,Golf Digest Online Inc.
1057,6011101001194,3727,E05369,アプリックス,Aplix Corporation
1058,6021001032396,7314,E22554,小田原機器,"ODAWARA AUTO-MACHINE MFG.CO.,LTD."
1059,9500001003380,3649,E25283,ファインデックス,FINDEX Inc.
1060,6021001034104,6149,E01692,小田原エンジニアリング,"Odawara Engineering Co.,Ltd."
1061,2010001008650,5201,E01122,ＡＧＣ,AGC Inc.
1062,4021001047248,6177,E31817,ＡｐｐＢａｎｋ,AppBank. inc.
1063,5010101003318,3948,E00708,光ビジネスフォーム,"HIKARI BUSINESS FORM CO., LTD."
1064,5010001033646,6870,E02020,日本フェンオール,"Fenwal Controls of Japan, Ltd."
1065,9010501007633,4248,E31037,竹本容器,"Takemoto Yohki Co.,Ltd."
1066,4010701000269,9702,E04846,アイエスビー,ISB CORPORATION
1067,3010701024500,3445,E31042,ＲＳＴｅｃｈｎｏｌｏｇｉｅｓ,"RS Technologies Co., Ltd."
1068,6010401020094,5301,E01162,東海カーボン,"TOKAI CARBON CO.,LTD."
1069,9120001014301,7972,E02371,イトーキ,ITOKI CORPORATION
1070,9010401088996,2777,E02961,カッシーナイクスシー,CASSINA IXC. Ltd.
1071,8500001014833,8113,E00678,ユニチャーム,UNICHARM CORPORATION
1072,8013201010775,3681,E30114,ブイキューブ,"V-cube, Inc."
1073,7010601023532,3053,E03478,ペッパーフードサービス,"PEPPER FOOD SERVICE CO.,LTD."
1074,7011001036950,6078,E22470,バリューＨＲ,"Value HR Co.,Ltd."
1075,6010401021159,6411,E01671,中野冷機,"NAKANO REFRIGERATORS CO.,LTD."
1076,5120001012382,3950,E00674,ザパック,THE PACK CORPORATION
1077,7011401003807,4631,E00901,ＤＩＣ,DIC Corporation
1078,9011101031759,7776,E24158,セルシード,CellSeed Inc.
1079,4010001040882,2700,E02934,木徳神糧,"KITOKU SHINRYO CO., LTD."
1080,5011101035359,3474,E32486,Ｇ－ＦＡＣＴＯＲＹ,"G-FACTORY CO., LTD."
1081,8010001017712,3277,E26086,サンセイランディック,"Sansei Landic Co.,Ltd"
1082,2020001035875,5704,E32770,ＪＭＣ,JMC Corporation
1083,9010001034764,3001,E00524,片倉工業,"Katakura  Industries  Co.,Ltd."
1084,9010001077045,7846,E02466,パイロットコーポレーション,PILOT CORPORATION
1085,1011001067555,3416,E31749,ピクスタ,PIXTA Inc.
1086,6140001010383,5943,E02379,ノーリツ,NORITZ CORPORATION
1087,7030001090700,7739,E02301,キヤノン電子,CANON ELECTRONICS INC.
1088,9010001034995,9672,E04603,東京都競馬,"TOKYOTOKEIBA CO.,LTD."
1089,2010401068617,4284,E05198,ソルクシーズ,"SOLXYZ Co., Ltd."
1090,9010001089577,6694,E33025,ズーム,ZOOM CORPORATION
1091,4010001157909,1663,E30048,Ｋ＆Ｏエナジーグループ,K&O Energy Group Inc.
1092,7010001100444,3928,E31991,マイネット,Mynet Inc.
1093,8011101014005,9631,E04588,東急レクリエーション,"TOKYU RECREATION CO., LTD."
1094,9013201016466,3719,E05348,ジェクシード,"GEXEED CO.,LTD."
1095,9010501033506,3777,E05510,ＦＨＴホールディングス,FHT holdings Corp.
1096,3020001016255,8946,E04039,ＡＳＩＡＮＳＴＡＲ,ASIAN STAR CO.
1097,6010001104149,3680,E30091,ホットリンク,Hotto Link Inc.
1098,4120001077402,4967,E01047,小林製薬,"KOBAYASHI PHARMACEUTICAL CO.,LTD."
1099,8020001075701,6723,E02081,ルネサスエレクトロニクス,Renesas Electronics Corporation
1100,7010401075212,3966,E32673,ユーザベース,"Uzabase, Inc."
1101,8140001005877,7936,E02378,アシックス,ASICS Corporation
1102,6140001008691,5110,E01110,住友ゴム工業,"Sumitomo Rubber Industries, Ltd."
1103,9011001063308,6054,E26032,リブセンス,Livesense Inc.
1104,5010001068254,2170,E05727,リンクアンドモチベーション,Link and Motivation Inc.
1105,6010701009457,7976,E02366,三菱鉛筆,"MITSUBISHI PENCIL CO., LTD."
1106,1011001025439,4286,E05199,ＣＬホールディングス,CL HOLDINGS Inc.
1107,5013201006462,8029,E00604,ルックホールディングス,LOOK HOLDINGS INCORPORATED
1108,6260001018266,6266,E02350,タツモ,"TAZMO CO.,LTD."
1109,3011001067132,9418,E31052,ＵＳＥＮ－ＮＥＸＴＨＯＬＤＩＮＧＳ,"USEN-NEXT HOLDINGS Co.,Ltd."
1110,9290001059247,2330,E05308,フォーサイド,"Forside Co.,Ltd."
1111,2130001041813,5957,E02296,日東精工,"NITTOSEIKO CO.,LTD."
1112,9120001083156,7609,E02898,ダイトロン,"Daitron Co.,Ltd."
1113,2290001038257,5997,E01431,協立エアテック,KYORITSU AIR TECH INC.
1114,5010001121120,7782,E32784,シンシア,"Sincere Co., LTD."
1115,2080001012662,2427,E05447,アウトソーシング,OUTSOURCING Inc.
1116,1010601016863,4912,E00991,ライオン,Lion Corporation
1117,3010401091543,3350,E02978,レッドプラネットジャパン,"Red Planet Japan, Inc."
1118,9010001037370,4107,E01028,伊勢化学工業,ISE CHEMICALS CORPORATION
1119,9011001068959,3667,E27047,ｅｎｉｓｈ,"enish,inc."
1120,2030001032649,1413,E00325,ヒノキヤグループ,"Hinokiya Group Co.,Ltd."
1121,7180001046613,3782,E02104,ディーディーエス,"DDS,Inc."
1122,2010001138365,3197,E03515,すかいらーくホールディングス,"SKYLARK HOLDINGS CO., LTD."
1123,7020001008505,5187,E02416,クリエートメディック,"CREATE MEDIC CO.,LTD."
1124,5120001066081,8165,E03092,千趣会,"SENSHUKAI CO.,LTD."
1125,2120001093715,2752,E03400,フジオフードグループ本社,FUJIO FOOD GROUP INC.
1126,1010401075845,8011,E00593,三陽商会,SANYO SHOKAI LTD.
1127,9010001164479,3968,E32815,セグエグループ,"Segue Group Co., Ltd."
1128,3180001095399,4579,E25269,ラクオリア創薬,RaQualia Pharma Inc.
1129,2010401067057,3744,E05413,サイオス,SIOS Corporation
1130,9011501020139,7814,E30930,日本創発グループ,"JAPAN Creative Platform Group Co.,Ltd."
1131,9011101033243,9416,E30010,ビジョン,VISION INC.
1132,2120901013128,3961,E32624,シルバーエッグテクノロジー,"Silver Egg Technology CO.,Ltd."
1133,4010001132341,2191,E22621,テラ,"tella, Inc."
1134,4160001001498,5214,E01190,日本電気硝子,"Nippon Electric Glass Co., Ltd."
1135,9010601024727,7992,E02365,セーラー万年筆,"The Sailor Pen Co.,Ltd."
1136,4010001034983,5010,E01005,日本精蝋,"NIPPON SEIRO CO., LTD."
1137,3430001027574,3914,E31436,ＪＩＧ－ＳＡＷ,JIG-SAW INC.
1138,6011101022356,9612,E04914,ラックランド,"LUCKLAND CO., LTD."
1139,5010001111724,2499,E05631,日本和装ホールディングス,"NIHONWASOU HOLDINGS,INC."
1140,8012701009955,2215,E00377,第一屋製パン,"FIRST BAKING CO., LTD."
1141,3011001061184,6533,E32601,ＯｒｃｈｅｓｔｒａＨｏｌｄｉｎｇｓ,Orchestra Holdings Inc.
1142,9240001005817,5610,E01238,大和重工,"Daiwa Heavy Industry Co.,Ltd."
1143,4010001041427,2436,E05477,共同ピーアール,"KYODO PUBLIC RELATIONS CO., LTD."
1144,6130001023386,9723,E04550,京都ホテル,"THE KYOTO HOTEL, LTD."
1145,4010001026485,2743,E02949,ピクセルカンパニーズ,PIXELCOMPANYZ INC.
1146,9010001062088,9386,E26869,日本コンセプト,NIPPON CONCEPT CORPORATION
1147,1010401057034,4582,E24682,シンバイオ製薬,SymBio Pharmaceuticals Limited
1148,4010401053237,4588,E30058,オンコリスバイオファーマ,Oncolys BioPharma Inc.
1149,5010001106113,3085,E03513,アークランドサービスホールディングス,"ARCLAND SERVICE HOLDINGS CO.,LTD."
1150,9120001083783,6459,E01961,大和冷機工業,DAIWA INDUSTRIES LTD.
1151,3010401109114,3981,E32992,ビーグリー,Beaglee Inc.
1152,4010001124347,8914,E04011,エリアリンク,"Arealink Co.,Ltd."
1153,4060001008446,6635,E02116,大日光エンジニアリング,"Di-Nikko Engineering Co.,Ltd."
1154,6010401048805,3758,E05453,アエリア,Aeria Inc.
1155,7013201012673,3983,E33039,オロ,"ORO co.,ltd."
1156,6120901013446,4563,E05301,アンジェス,"AnGes, Inc."
1157,6010701008104,6497,E01652,ハマイ,HAMAI INDUSTRIES LTD.
1158,6120001012282,7984,E00670,コクヨ,"KOKUYO CO., LTD."
1159,1120001050238,5310,E01223,東洋炭素,"TOYO TANSO CO., LTD."
1160,9010401075961,4597,E33044,ソレイジアファーマ,Solasia Pharma K.K.
1161,4010001116006,3964,E21122,オークネット,Aucnet Inc
1162,5010001083682,3276,E25870,日本管理センター,"Japan Property Management Center Co.,Ltd."
1163,8010401080079,2587,E27622,サントリー食品インターナショナル,Suntory Beverage & Food Limited
1164,2010401083302,2721,E05241,ジェイホールディングス,J-Holdings Corp.
1165,1011101062869,3663,E26231,アートスパークホールディングス,ArtSpark Holdings Inc.
1166,7011001017109,6376,E01591,日機装,"NIKKISO CO.,LTD."
1167,4010701012116,6835,E01867,アライドテレシスホールディングス,ALLIED TELESIS HOLDINGS K.K.
1168,8340001002433,3671,E27276,ソフトマックス,"SOFTMAX CO.,LTD"
1169,6370301002917,3196,E30898,ホットランド,"HOTLAND Co.,Ltd."
1170,3010701023163,3673,E27361,ブロードリーフ,"Broadleaf Co., Ltd."
1171,6011001029526,9449,E05041,ＧＭＯインターネット,"GMO internet, Inc."
1172,4010001118786,4578,E21183,大塚ホールディングス,"Otsuka Holdings Co., Ltd."
1173,2170001005748,7590,E02888,タカショー,"TAKASHO CO., LTD."
1174,2120001059617,9637,E04593,オーエス,"OS CO., LTD."
1175,8010001055217,7865,E02882,ピープル,"People co.,ltd"
1176,3010501007440,9743,E00208,丹青社,"TANSEISHA CO.,LTD."
1177,2120001083154,2590,E00424,ダイドーグループホールディングス,"DyDo GROUP HOLDINGS,INC."
1178,9021001026338,9692,E04853,シーイーシー,COMPUTER ENGINEERING & CONSULTING LTD.
1179,9011101055337,3159,E23841,丸善ＣＨＩホールディングス,"Maruzen CHI Holdings Co., Ltd."
1180,1140001002071,8142,E02665,トーホー,"TOHO Co.,Ltd."
1181,5010001009662,4813,E05168,ＡＣＣＥＳＳ,"ACCESS CO., LTD."
1182,6290801010667,6966,E02293,三井ハイテック,"Mitsui High-tec,Inc."
1183,1120001005118,9636,E04592,きんえい,Kin-Ei Corp.
1184,2010501016293,9734,E04763,精養軒,Kabushiki Kaisha Seiyoken.
1185,1010401055616,3931,E32108,バリューゴルフ,VALUE GOLF Inc.
1186,8010001060398,8068,E02685,菱洋エレクトロ,RYOYO ELECTRO CORPORATION
1187,9010001040382,6184,E31871,鎌倉新書,"Kamakura Shinsho, Ltd."
1188,6120101007645,4334,E05254,ユークス,"YUKE'S Co.,Ltd."
1189,2090001008148,4369,E02490,トリケミカル研究所,Tri Chemical Laboratories Inc.
1190,2140001002665,2217,E00381,モロゾフ,Morozoff Limited
1191,7010601021305,1433,E31731,ベステラ,"BESTERRA CO.,LTD"
1192,9010401014548,4004,E00751,昭和電工,Showa Denko K.K.
1193,9130001022352,6654,E02007,不二電機工業,"FUJI ELECTRIC INDUSTRY CO., LTD."
1194,7010801005818,4287,E05204,ジャストプランニング,JUSTPLANNIG INC.
1195,4240001029432,6336,E02047,石井表記,"ISHII HYOKI CO.,LTD."
1196,7180001019940,1758,E00287,太洋基礎工業,"Taiyo Kisokogyo Co.,Ltd."
1197,1270001000483,6898,E02016,トミタ電機,"TOMITA ELECTRIC CO.,LTD."
1198,7010601010274,2776,E02960,新都ホールディングス,"CRYMSON Co.,Ltd."
1199,1180001025507,3320,E02967,クロスプラス,CROSS PLUS INC.
1200,5010401041686,7614,E03317,オーエムツーネットワーク,"OM2Network Co.,Ltd."
1201,3010001008699,9632,E04599,スバル興業,"Subaru Enterprise Co., Ltd."
1202,1120001074740,3955,E00688,イムラ封筒,"IMURA ENVELOPE CO.,INC."
1203,8010001027298,7956,E02404,ピジョン,PIGEON CORPORATION
1204,9013201014379,3548,E32697,バロックジャパンリミテッド,BAROQUE JAPAN LIMITED
1205,6010601044067,4592,E31382,サンバイオ,SanBio Company Limited
1206,6140001047590,2163,E05717,アルトナー,"ARTNER CO., LTD."
1207,4013301002222,4238,E02477,ミライアル,"Miraial Co.,Ltd."
1208,8010401088452,3665,E26703,エニグモ,Enigmo Inc.
1209,9010501001644,3070,E03004,アマガサ,"AMAGASA Co., Ltd."
1210,9290001007429,3246,E04075,コーセーアールイー,"KOSE R.E. Co.,Ltd."
1211,9430001017223,3399,E03470,丸千代山岡家,Maruchiyo Yamaokaya Corporation
1212,4180001048892,6430,E02073,ダイコク電機,"DAIKOKU DENKI CO., LTD."
1213,5010001065326,3071,E03506,ストリーム,"Stream Co.,Ltd."
1214,6020001009165,3921,E31902,ネオジャパン,NEOJAPAN Inc.
1215,6010601012585,8842,E04590,東京楽天地,"TOKYO RAKUTENCHI CO.,LTD."
1216,3120001061514,6757,E02065,ＯＳＧコーポレーション,"OSG CORPORATION CO.,LTD."
1217,7013201019157,3169,E26095,ミサワ,"Misawa & Co.,Ltd."
1218,7011101063309,3657,E25898,ポールトゥウィンピットクルーホールディングス,"Poletowin Pitcrew Holdings,Inc."
1219,3010501024502,8013,E00571,ナイガイ,"NAIGAI CO.,LTD."
1220,8120001059652,1928,E00143,積水ハウス,"Sekisui House, Ltd."
1221,6120001031233,4764,E05094,ＮｅｘｕｓＢａｎｋ,"Nexus Bank Co.,Ltd."
1222,1011001032872,4784,E05123,ＧＭＯアドパートナーズ,GMO AD Partners Inc.
1223,2011101051771,3565,E33109,アセンテック,Ascentech K.K.
1224,8090001004562,7878,E02439,光彩,"Kohsai Co.,Ltd."
1225,8120001077365,4966,E01045,上村工業,"C.Uyemura & Co.,Ltd."
1226,6010001034882,3105,E00544,日清紡ホールディングス,Nisshinbo Holdings Inc.
1227,6010001058667,7521,E02855,ムサシ,"MUSASHI CO.,LTD."
1228,4140001008108,3004,E02542,神栄,SHINYEI KAISHA
1229,5060001000014,8550,E03639,栃木銀行,"THE TOCHIGI BANK, LTD."
1230,9010001048632,8152,E02673,ソマール,SOMAR CORPORATION
1231,6010001049006,,E03908,大栄不動産,"Daiei Real Estate & Development Co.,Ltd."
1232,2010001034944,8046,E02616,丸藤シートパイル,"MARUFUJI SHEET PILING CO.,LTD."
1233,3080001014336,3708,E00691,特種東海製紙,"Tokushu Tokai Paper Co., Ltd."
1234,5080101013310,,E04190,東海自動車,"Tokai Jidosha Co.,Ltd."
1235,7120001065932,4228,E00845,積水化成品工業,"Sekisui Kasei Co., Ltd."
1236,1010401015636,9409,E04414,テレビ朝日ホールディングス,TV Asahi Holdings Corporation
1237,5100001010883,6638,E02114,ミマキエンジニアリング,"MIMAKI ENGINEERING CO.,LTD."
1238,5010001144278,8740,E03728,フジトミ,"FUJITOMI CO.,LTD."
1239,5080101002461,6256,E02119,ニューフレアテクノロジー,"NuFlare Technology, Inc."
1240,3120001030147,,E01358,ＯＳＪＢホールディングス,OSJB Holdings Corporation
1241,6220001006423,,E00213,北陸電話工事,"Hokuriku Denwa Kouji Co.,Ltd."
1242,7010001008803,5715,E00032,古河機械金属,"FURUKAWA CO., LTD."
1243,8120001063299,7709,E02337,クボテック,KUBOTEK CORPORATION
1244,7120001004931,1833,E00083,奥村組,OKUMURA CORPORATION
1245,4120101022786,8163,E03090,ＳＲＳホールディングス,"SRS HOLDINGS CO.,LTD."
1246,5310001009649,,E04137,島原鉄道,"Shimabara Railroad Co.,Ltd."
1247,8011001070123,,E03369,ジパング,Jipangu Inc.
1248,9110001023311,8255,E03133,アクシアルリテイリング,Axial Retailing Inc.
1249,8240001032184,4364,E00859,マナック,MANAC INCORPORATED
1250,7150001006413,,E04720,オークモントゴルフクラブ,"OAKMONT GOLF CLUB CO.,LTD"
1251,7020001010527,6937,E01917,古河電池,"The Furukawa Battery Co., Ltd."
1252,3190001017311,,E04735,グレイスヒルズカントリー倶楽部,"GRACE HILLS COUNTRY CLUB CO.,LTD."
1253,4140001036843,,E25811,関西ゴルフ倶楽部,----
1254,2012801002444,5381,E01218,Ｍｉｐｏｘ,Mipox Corporation
1255,8021001004625,,E02207,キーパー,"KEEPER CO., LTD."
1256,6010001008754,,E01249,東洋鋼鈑,"Toyo Kohan Co.,Ltd."
1257,5260001002700,,E04396,ＲＳＫホールディングス,"RSK Holdings Co., Ltd."
1258,2011001046046,,E10802,モルガンスタンレーＭＵＦＧ証券,"Morgan Stanley MUFG Securities Co., Ltd."
1259,3370001005693,5964,E01376,東洋刄物,"TOYO KNIFE CO., LTD."
1260,8010001034955,6495,E01624,宮入バルブ製作所,"MIYAIRI VALVE MFG. CO., LTD."
1261,8400001001882,8551,E03634,北日本銀行,"The Kita-Nippon Bank, Ltd."
1262,4240001006753,9504,E04504,中国電力,"The Chugoku Electric Power Company, Incorporated"
1263,7140001049181,4615,E00895,神東塗料,"SHINTO PAINT COMPANY, LIMITED"
1264,3140001003027,5287,E01216,イトーヨーギョー,"ITO YOGYO CO., LTD."
1265,3020001030157,7994,E02369,オカムラ,OKAMURA CORPORATION
1266,3011001015116,4543,E01630,テルモ,TERUMO CORPORATION
1267,4010601001508,7817,E25664,パラマウントベッドホールディングス,"PARAMOUNT BED HOLDINGS CO., LTD."
1268,8010401006744,1812,E00058,鹿島建設,KAJIMA CORPORATION
1269,3180001018582,3221,E30656,ヨシックスホールディングス,"Yossix Holdings Co., Ltd."
1270,1010401042424,3036,E02998,アルコニックス,ALCONIX CORPORATION
1271,2390001002509,,E04745,山形ゴルフ倶楽部,YAMAGATA GOLF CLUB
1272,7010401006126,6703,E01767,沖電気工業,"Oki Electric Industry Company, Limited"
1273,2011101016254,6849,E01903,日本光電工業,NIHON KOHDEN CORPORATION
1274,2220001008794,5343,E01135,ニッコー,NIKKO  COMPANY
1275,2030001021115,7937,E03180,ツツミ,"TSUTSUMI JEWELRY CO.,LTD."
1276,8013301012440,8084,E02518,菱電商事,Ryoden Corporation
1277,9470001002700,6395,E01613,タダノ,TADANO LTD.
1278,1120001036880,3941,E00659,レンゴー,"Rengo Co., Ltd."
1279,2010401066843,3069,E03508,ＪＦＬＡホールディングス,JFLA Holdings Inc.
1280,1120001041352,9934,E02761,因幡電機産業,"INABA DENKI SANGYO CO.,LTD."
1281,9200001013658,7883,E00719,サンメッセ,"Sun Messe Co.,Ltd."
1282,6350001006212,,E04661,美々津観光開発,"MIMITSU KANKO KAIHATSU CO.,LTD."
1283,8120101006505,5367,E01188,ニッカトー,NIKKATO CORPORATION
1284,4010601033105,4832,E05173,ＪＦＥシステムズ,"JFE Systems, Inc."
1285,7120001049002,9303,E04285,住友倉庫,"The Sumitomo Warehouse Co., Ltd."
1286,2180001007751,8293,E02514,ＡＴグループ,"AT-Group Co.,Ltd."
1287,2180301013169,8920,E04018,東祥,"TOSHO CO., LTD."
1288,6120001020814,6138,E01488,ダイジェット工業,"DIJET INDUSTRIAL CO., LTD."
1289,7180001093548,,E04362,中部国際空港,"CENTRAL JAPAN INTERNATIONAL AIRPORT COMPANY, LTD."
1290,6010401015821,8439,E05346,東京センチュリー,Tokyo Century Corporation
1291,1120001048991,5602,E01268,栗本鐵工所,"Kurimoto,Ltd."
1292,7140001050536,5658,E01287,日亜鋼業,"NICHIA STEEL WORKS, LTD."
1293,3010001094558,9810,E02640,日鉄物産,NIPPON STEEL TRADING CORPORATION
1294,3100001002833,8359,E03563,八十二銀行,"The Hachijuni Bank, Ltd."
1295,3120001083145,6023,E01477,ダイハツディーゼル,"DAIHATSU DIESEL MFG.CO.,LTD."
1296,3180001017428,9502,E04502,中部電力,"Chubu Electric Power Company,Incorporated"
1297,3250001003412,4098,E00796,チタン工業,"Titan Kogyo, Ltd."
1298,8010801007581,6365,E01544,電業社機械製作所,DMW CORPORATION
1299,4011001017607,9873,E03157,日本ＫＦＣホールディングス,"KFC Holdings Japan, Ltd."
1300,5012701003630,7990,E02382,グローブライド,"GLOBERIDE, Inc."
1301,5220001006440,,E04386,北陸放送,"Hokuriku Broadcasting Co.,Ltd."
1302,6110001017563,2208,E00380,ブルボン,BOURBON CORPORATION
1303,9011001044563,3963,E32647,シンクロフード,"Synchro Food Co.,Ltd,"
1304,5020001030519,6786,E02057,ＲＶＨ,RVH Inc.
1305,3011001015719,7236,E02155,ティラド,"T.RAD Co., Ltd."
1306,9010001059621,4531,E00848,有機合成薬品工業,"Yuki Gosei Kogyo Co., Ltd."
1307,8020001024889,8045,E02615,横浜丸魚,"Yokohama Maruuo Co., Ltd."
1308,6120001062550,,E04146,関西高速鉄道,"Kansai Rapid Railway Co.,Ltd."
1309,3120001063188,3420,E02876,ケーエフシー,"KFC,Ltd."
1310,6010001080308,5411,E01264,ジェイエフイーホールディングス,"JFE Holdings, Inc."
1311,6140001044373,4008,E00755,住友精化,"Sumitomo Seika Chemicals Company, Limited."
1312,6130001009674,7979,E01183,松風,SHOFU INC.
1313,4120001077360,8098,E02517,稲畑産業,"Inabata & Co.,Ltd."
1314,4010001105371,6517,E01758,デンヨー,"Denyo Co.,Ltd."
1315,2190001006257,3184,E27572,ＩＣＤＡホールディングス,"International Conglomerate of Distribution for Automobile Holdings Co., Ltd."
1316,1010801009097,2795,E02964,日本プリメックス,NIPPON PRIMEX INC.
1317,5230001002133,,E04128,富山地方鉄道,"TOYAMACHIHO RAILROAD CO.,LTD."
1318,9011201005150,8252,E03040,丸井グループ,"MARUI GROUP CO.,LTD."
1319,1010801002630,6416,E02000,桂川電機,"KATSURAGAWA ELECTRIC CO.,LTD."
1320,6120001049614,5410,E01235,合同製鐵,"Godo Steel,Ltd."
1321,1120001019349,6820,E01850,アイコム,ICOM INCORPORATED
1322,7180001092285,2806,E00465,ユタカフーズ,YUTAKA FOODS CORPORATION
1323,3430001013822,6546,E33009,フルテック,Fulltech Co.Ltd.
1324,5080401000702,,E04129,遠州鉄道,"Enshu Railway Co.,Ltd."
1325,9010001120408,,E21951,商工組合中央金庫,"The Shoko Chukin Bank,Ltd."
1326,7480001000861,4686,E04996,ジャストシステム,JUSTSYSTEMS CORPORATION
1327,9011001029597,9020,E04147,東日本旅客鉄道,East Japan Railway Company
1328,8010001008810,8140,E02663,リョーサン,"Ryosan Company, Limited"
1329,7180001032621,6203,E01515,豊和工業,"Howa Machinery,Ltd."
1330,4120001072956,4690,E05001,日本パレットプール,"NIPPON PALLET POOL CO.,LTD."
1331,1240001015542,1726,E00312,ビーアールホールディングス,Br. Holdings Corporation
1332,4240001012215,6248,E27530,横田製作所,"Yokota Manufacturing Co., Ltd."
